product_id,core_item_name,item_type,batch_id
6009184419695,banana muffin,ready_meal,ingredient_batch_0052
6001009031341,bread,ingredient,ingredient_batch_0053
6009175305778,burger buns,ingredient,ingredient_batch_0054
6009184420783,muffin,ingredient,ingredient_batch_0055
20019228,hot cross buns,ingredient,ingredient_batch_0056
6009184329970,tortilla wraps,ingredient,ingredient_batch_0057
6009182771979,rolls,ingredient,ingredient_batch_0058
6009182479738,hot dog rolls,ingredient,ingredient_batch_0059
20187583,cheese roll,ingredient,ingredient_batch_0060
2532620000002,steak kidney pie,ready_meal,ingredient_batch_0061
20019303,flapjack,ingredient,ingredient_batch_0062
6009184419251,muffin,ingredient,ingredient_batch_0063
20011758,custard,ingredient,ingredient_batch_0064
6009226001468,bread,ingredient,ingredient_batch_0065
20114916,bread,ingredient,ingredient_batch_0066
20163464,muffin,ingredient,ingredient_batch_0067
6001009028624,garlic butter baguette,ingredient,ingredient_batch_0068
20118969,rolls,ingredient,ingredient_batch_0069
20198350,garlic butter baguette,ingredient,ingredient_batch_0070
6008000555951,bread,ingredient,ingredient_batch_0071
6009223401230,bagel,ingredient,ingredient_batch_0072
20186678,hamburger rolls,ingredient,ingredient_batch_0073
6009101884940,crackers,ingredient,ingredient_batch_0074
20018986,croissant,ingredient,ingredient_batch_0075
6009184420752,muffins,ingredient,ingredient_batch_0076
20024697,english muffin,ingredient,ingredient_batch_0077
6009184421384,blueberry muffin,ingredient,ingredient_batch_0078
20061685,rye bread,ingredient,ingredient_batch_0079
2571590000001,spinach,ingredient,ingredient_batch_0080
6009226001451,bread,ingredient,ingredient_batch_0081
6008000498913,garlic butter ciabatta,ready_meal,ingredient_batch_0082
20114237,rolls,ingredient,ingredient_batch_0083
20078515,malva pudding,ingredient,ingredient_batch_0084
6009211254374,wrap,ingredient,ingredient_batch_0085
6009214539775,ciabatta rolls,ingredient,ingredient_batch_0086
20018771,pita bread,ingredient,ingredient_batch_0087
6001009012968,muffin,ingredient,ingredient_batch_0088
6005000982442,scone,ingredient,ingredient_batch_0089
6009000547465,bread,ingredient,ingredient_batch_0090
20107017,waffles,ready_meal,ingredient_batch_0091
20107208,hot cross buns,ingredient,ingredient_batch_0092
2563370000004,beef pie,ready_meal,ingredient_batch_0093
2501490000009,spinach pie,ready_meal,ingredient_batch_0094
6009211226357,bread,ingredient,ingredient_batch_0095
20145163,jelly custard cups,ready_meal,ingredient_batch_0096
6009178807347,wraps,ingredient,ingredient_batch_0097
20009540,swiss roll,ingredient,ingredient_batch_0098
20151799,donut,ingredient,ingredient_batch_0099
6008000535939,milk tart,ready_meal,ingredient_batch_0100
6007875018899,rusks,ingredient,ingredient_batch_0101
6009101884957,biscuit,ingredient,ingredient_batch_0102
6009226689543,vetkoek,ingredient,ingredient_batch_0103
6007875018806,rusks,ingredient,ingredient_batch_0104
6009184330006,butter roti,ingredient,ingredient_batch_0105
2575750000009,chicken pie,ready_meal,ingredient_batch_0106
6009178807422,wraps,ingredient,ingredient_batch_0107
6009223401247,bagels,ingredient,ingredient_batch_0108
6009101884834,crackers,ingredient,ingredient_batch_0109
6009171121143,rice crackers,ingredient,ingredient_batch_0110
6009223776550,bran rusks,ingredient,ingredient_batch_0111
6009000072486,puff pastry,ingredient,ingredient_batch_0112
6001009038821,rye bread,ingredient,ingredient_batch_0113
6009182599610,crackers,ingredient,ingredient_batch_0114
6005000416893,rolls,ready_meal,ingredient_batch_0115
6009184421360,muffin,ingredient,ingredient_batch_0116
6009223772453,rusks,ingredient,ingredient_batch_0117
6009704171409,crackers,ingredient,ingredient_batch_0118
20178048,cheese pastry straws,ingredient,ingredient_batch_0119
6009223079361,bread,ingredient,ingredient_batch_0120
6009101884858,crackers,ingredient,ingredient_batch_0121
20199296,nut and oat crunchies,ingredient,ingredient_batch_0122
20133542,shortbread,ingredient,ingredient_batch_0123
6009171329655,rice crackers,ingredient,ingredient_batch_0124
6009214616001,hamburger rolls,ingredient,ingredient_batch_0125
6009189458361,cookie,ingredient,ingredient_batch_0126
6009182092371,bread,ingredient,ingredient_batch_0127
6009171329624,rice crackers,ingredient,ingredient_batch_0128
6009223772439,rusks,ingredient,ingredient_batch_0129
20099442,koeksisters,ingredient,ingredient_batch_0130
6009223772446,rusks,ingredient,ingredient_batch_0131
6009189506307,chocolate chip biscuits,ingredient,ingredient_batch_0132
6001056414333,rye crispbread,ingredient,ingredient_batch_0133
20116910,pudding,ready_meal,ingredient_batch_0134
6009214246291,bread,ingredient,ingredient_batch_0135
6001009028594,pita bread,ingredient,ingredient_batch_0136
6009207367064,wrap,ingredient,ingredient_batch_0137
6001056414340,crispbread,ingredient,ingredient_batch_0138
6009214775852,bread,ingredient,ingredient_batch_0139
6009214621302,hot dog rolls,ingredient,ingredient_batch_0140
6009171329594,rice crackers,ingredient,ingredient_batch_0141
6009223798576,rolls,ingredient,ingredient_batch_0142
6009175411127,lamington,ready_meal,ingredient_batch_0143
6009178545867,wraps,ingredient,ingredient_batch_0144
6009182068574,banana muffin,ready_meal,ingredient_batch_0145
6009207156705,wafer rolls,ingredient,ingredient_batch_0146
6009204538528,pita bread,ingredient,ingredient_batch_0147
6009182092951,bread,ingredient,ingredient_batch_0148
20118556,crackers,ingredient,ingredient_batch_0149
6009189506291,digestives,ingredient,ingredient_batch_0150
20130381,naan,ingredient,ingredient_batch_0151
6009217598120,waffles,ready_meal,ingredient_batch_0152
6009217314959,rusks,ingredient,ingredient_batch_0153
6009195644703,bread,ingredient,ingredient_batch_0154
6009184976594,rice crackers,ingredient,ingredient_batch_0155
20205782,crackers,ingredient,ingredient_batch_0156
20118594,digestive biscuits,ingredient,ingredient_batch_0157
6009189506321,oat crunchies,ingredient,ingredient_batch_0158
6009178495926,tapioca pudding,ingredient,ingredient_batch_0159
6009223772415,rusks,ingredient,ingredient_batch_0160
6001056414326,crispbread,ingredient,ingredient_batch_0161
6001009018663,cookie,ingredient,ingredient_batch_0162
6009189300264,hot cross buns,ingredient,ingredient_batch_0163
6001056414296,cream crackers,ingredient,ingredient_batch_0164
6005000982275,scone,ingredient,ingredient_batch_0165
6009178883662,crackers,ingredient,ingredient_batch_0166
6009182004657,yoghurt dipped crunchies,ingredient,ingredient_batch_0167
6009211908932,crackers,ingredient,ingredient_batch_0168
6009223773061,rusks,ingredient,ingredient_batch_0169
20176679,trifle,ingredient,ingredient_batch_0170
6009223773054,rusk,ingredient,ingredient_batch_0171
6008000281935,mince pies,ready_meal,ingredient_batch_0172
6009175411332,pecan cashew tartlet,ingredient,ingredient_batch_0173
6009217314966,rusks,ingredient,ingredient_batch_0174
20067991,melba toast,ingredient,ingredient_batch_0175
6009223079354,sandwich thins,ingredient,ingredient_batch_0176
6009223702474,bread,ingredient,ingredient_batch_0177
6009207200064,brown rice crackers,ingredient,ingredient_batch_0178
20018931,bread,ingredient,ingredient_batch_0179
6001056414715,crispbread,ingredient,ingredient_batch_0180
6009189995460,crackers,ingredient,ingredient_batch_0181
6009189458354,oat crunchies,ingredient,ingredient_batch_0182
6009184296371,shortbread,ingredient,ingredient_batch_0183
6009207369846,rice crackers,ingredient,ingredient_batch_0184
6009175863315,caramel swiss roll,ready_meal,ingredient_batch_0185
6007875003031,banana loaf,ingredient,ingredient_batch_0186
6009226241925,rusks,ingredient,ingredient_batch_0187
6009217314942,rusks,ingredient,ingredient_batch_0188
6009226241932,rusks,ingredient,ingredient_batch_0189
6009178807309,phyllo pastry,ingredient,ingredient_batch_0190
6009223091905,rusks,ingredient,ingredient_batch_0191
6009214491462,crackers,ingredient,ingredient_batch_0192
6009101884360,crackers,ingredient,ingredient_batch_0193
20125943,oat cookies,ingredient,ingredient_batch_0194
6009101884919,cheese crackers,ingredient,ingredient_batch_0195
6001056414883,crackers,ingredient,ingredient_batch_0196
6009207369877,brown rice crackers,ingredient,ingredient_batch_0197
6007875018776,crackers,ingredient,ingredient_batch_0198
20199272,crunchie,ingredient,ingredient_batch_0199
6009178883655,crackers,ingredient,ingredient_batch_0200
6009101884896,crackers,ingredient,ingredient_batch_0201
6009184976563,rice crackers,ingredient,ingredient_batch_0202
6007875037043,blueberry muffin,ingredient,ingredient_batch_0203
6009214739502,wraps,ingredient,ingredient_batch_0204
6009207200101,rice crackers,ingredient,ingredient_batch_0205
6009189640636,rusks,ingredient,ingredient_batch_0206
6009207379562,breadsticks,ingredient,ingredient_batch_0207
6009173755445,pudding mix,ingredient,ingredient_batch_0208
6009184976570,rice crackers,ingredient,ingredient_batch_0209
6009175398916,puff pastry sheets,ingredient,ingredient_batch_0210
6009207379586,bruschetta,ingredient,ingredient_batch_0211
6009101884902,crackers,ingredient,ingredient_batch_0212
6009226233692,rusks,ingredient,ingredient_batch_0213
6009189132568,hot cross buns,ingredient,ingredient_batch_0214
6009214491448,crackers,ingredient,ingredient_batch_0215
6009175106849,biscotti,ingredient,ingredient_batch_0216
6009195025717,palmiers,ingredient,ingredient_batch_0217
6001009005656,sun-dried tomato,ingredient,ingredient_batch_0218
6009207379593,bruschetta,ingredient,ingredient_batch_0219
6009189506284,digestive biscuit,ingredient,ingredient_batch_0220
6009184976662,rusk,ingredient,ingredient_batch_0221
6007875002423,english muffins,ingredient,ingredient_batch_0222
6001056412360,biscuit,ingredient,ingredient_batch_0223
6009214799452,rice crackers,ingredient,ingredient_batch_0224
78935005100,crispbread,ingredient,ingredient_batch_0225
6009189489198,scone,ingredient,ingredient_batch_0226
20124984,mince pies,ingredient,ingredient_batch_0227
6009189489204,flapjacks,ingredient,ingredient_batch_0228
6009207379555,breadsticks,ingredient,ingredient_batch_0229
6009101884865,cheese pillows,ingredient,ingredient_batch_0230
6009214491455,crackers,ingredient,ingredient_batch_0231
6009214491486,crackers,ingredient,ingredient_batch_0232
6009217035861,hazelnut wafer,ingredient,ingredient_batch_0233
6001056414548,crackers,ingredient,ingredient_batch_0234
6009207542263,burritos,ingredient,ingredient_batch_0235
6007875018769,crackers,ingredient,ingredient_batch_0236
6009182602013,melba toast,ingredient,ingredient_batch_0237
6007875018790,crackers,ingredient,ingredient_batch_0238
6009217035878,vanilla wafers,ingredient,ingredient_batch_0239
6007875018752,crackers,ingredient,ingredient_batch_0240
6009211543683,oat cookies,ingredient,ingredient_batch_0241
6009214573724,oat biscuits,ingredient,ingredient_batch_0242
6009207293974,cookies,ingredient,ingredient_batch_0243
6009207293981,oat and chocolate chip cookies,ingredient,ingredient_batch_0244
6009101788378,pudding,ingredient,ingredient_batch_0245
6009101788309,pudding,ready_meal,ingredient_batch_0246
6009189898563,pudding,ingredient,ingredient_batch_0247
2080540000003,doughnut,ready_meal,ingredient_batch_0248
2571860000007,bread,ingredient,ingredient_batch_0249
2066590000002,croissant,ingredient,ingredient_batch_0250
6009211256132,muffin,ready_meal,ingredient_batch_0251
2066550000004,custard tart,ready_meal,ingredient_batch_0252
6009182092364,bread,ingredient,ingredient_batch_0253
6001009012111,garlic naan bread,ingredient,ingredient_batch_0254
2570170000004,bread roll,ingredient,ingredient_batch_0255
2571850000000,bread,ingredient,ingredient_batch_0256
2534010000005,palmier,ready_meal,ingredient_batch_0257
2566530000005,donut,ingredient,ingredient_batch_0258
2062890000001,donut,ingredient,ingredient_batch_0259
2581410000005,bread,ingredient,ingredient_batch_0260
6009704171485,crackers,ingredient,ingredient_batch_0261
2580880000003,chicken pie,ready_meal,ingredient_batch_0262
2580870000006,pepper steak pie,ready_meal,ingredient_batch_0263
2576910000006,baguette,ingredient,ingredient_batch_0264
2570150000000,croissant,ingredient,ingredient_batch_0265
2573340000002,bread roll,ingredient,ingredient_batch_0266
6009233375071,jelly cup,ingredient,ingredient_batch_0267
2581420000002,bread,ingredient,ingredient_batch_0268
6009233375743,custard slice,ingredient,ingredient_batch_0269
2584150000007,cronut,ready_meal,ingredient_batch_0270
6009226001475,bread,ingredient,ingredient_batch_0271
8002114017853,panettone,ingredient,ingredient_batch_0272
2581360000001,bread,ingredient,ingredient_batch_0273
6009245398518,trifle,ready_meal,ingredient_batch_0274
6009233585456,garlic cheese naan,ingredient,ingredient_batch_0275
6009233983085,wraps,ingredient,ingredient_batch_0276
6009226758454,biscuit,ingredient,ingredient_batch_0277
2581450000003,bread,ingredient,ingredient_batch_0278
2066030000005,raisin pastry,ready_meal,ingredient_batch_0279
6009245397757,tiramisu,ready_meal,ingredient_batch_0280
6009226889172,custard,ingredient,ingredient_batch_0281
2581350000004,sourdough bread,ingredient,ingredient_batch_0282
6009226729652,cauliflower wrap,ingredient,ingredient_batch_0283
6009233780196,churros,ingredient,ingredient_batch_0284
6009245426792,potato roll,ingredient,ingredient_batch_0285
6009245243764,focaccia,ingredient,ingredient_batch_0286
6009233841255,bread,ingredient,ingredient_batch_0287
6009245416694,tiramisu,ingredient,ingredient_batch_0288
2580730000009,sausage roll,ready_meal,ingredient_batch_0289
2581370000008,rye bread,ingredient,ingredient_batch_0290
6009226758447,oat biscuit,ingredient,ingredient_batch_0291
6009245432380,mince pies,ingredient,ingredient_batch_0292
6009233286698,croissants,ready_meal,ingredient_batch_0293
6009226977138,roti,ingredient,ingredient_batch_0294
2094000000007,ciabatta,ingredient,ingredient_batch_0295
6009226732751,koesister,ready_meal,ingredient_batch_0296
6009245397917,tiramisu,ingredient,ingredient_batch_0297
2581560000009,brioche,ingredient,ingredient_batch_0298
2086620000000,pastry,ingredient,ingredient_batch_0299
6009245386072,crackers,ingredient,ingredient_batch_0300
2566520000008,donut,ready_meal,ingredient_batch_0301
6009245432243,mince pie,ready_meal,ingredient_batch_0302
6009226758423,rusks,ingredient,ingredient_batch_0303
2577020000009,bagel,ingredient,ingredient_batch_0304
6009245324012,wafer rolls,ingredient,ingredient_batch_0305
6009245382203,crackers,ingredient,ingredient_batch_0306
6009245426457,bread rolls,ingredient,ingredient_batch_0307
6009233780158,tiramisu,ingredient,ingredient_batch_0308
2581490000001,bread,ingredient,ingredient_batch_0309
6009226979484,shortbread,ingredient,ingredient_batch_0310
6009245382234,crackers,ingredient,ingredient_batch_0311
6009245442914,crackers,ingredient,ingredient_batch_0312
2071660000004,pretzel,ingredient,ingredient_batch_0313
6009245264462,rusks,ingredient,ingredient_batch_0314
2581000000002,pizza,ingredient,ingredient_batch_0315
8002114019673,panettone,ingredient,ingredient_batch_0316
6009245419558,naan,ingredient,ingredient_batch_0317
6009245426686,milk roll,ingredient,ingredient_batch_0318
6009245232324,shortbread,ingredient,ingredient_batch_0319
6009226979736,oat biscuits,ingredient,ingredient_batch_0320
2576890000003,baguette,ingredient,ingredient_batch_0321
6009245417172,macaron,ready_meal,ingredient_batch_0322
6009233554483,flan,ready_meal,ingredient_batch_0323
6009245426440,sourdough rolls,ingredient,ingredient_batch_0324
2577180000000,donut,ingredient,ingredient_batch_0325
6009226940330,shortbread,ingredient,ingredient_batch_0326
6009245398501,sundae,ready_meal,ingredient_batch_0327
2566550000009,simit,ingredient,ingredient_batch_0328
6009245382227,olive pastry straw,ingredient,ingredient_batch_0329
6009245324029,hazelnut wafer,ingredient,ingredient_batch_0330
6001056414555,cracker,ingredient,ingredient_batch_0331
6009702444116,biscuit,ingredient,ingredient_batch_0332
2573390000007,bread,ingredient,ingredient_batch_0333
6009223663782,seasonal sweets,ingredient,ingredient_batch_0334
6009233372193,cream,ingredient,ingredient_batch_0335
6009173182524,edible flowers,ingredient,ingredient_batch_0336
6009233372186,sprinkles,ingredient,ingredient_batch_0337
6009233372209,sprinkles,ingredient,ingredient_batch_0338
6009214594972,passion fruit pulp,ingredient,ingredient_batch_0339
6009233372162,sprinkles,ingredient,ingredient_batch_0340
6009233372155,sprinkles,ingredient,ingredient_batch_0341
6009233372148,sprinkles,ingredient,ingredient_batch_0342
6009189991974,cream,ingredient,ingredient_batch_0343
20017286,strawberries,ingredient,ingredient_batch_0344
2067400000007,cheese puff,ingredient,ingredient_batch_0345
2097430000005,chicken pie,ready_meal,ingredient_batch_0346
20019068,hamburger rolls,ingredient,ingredient_batch_0347
2072840000005,sausage roll,ready_meal,ingredient_batch_0348
20114916,bread,ingredient,ingredient_batch_0349
6001009028624,garlic baguette,ready_meal,ingredient_batch_0350
20186678,hamburger rolls,ingredient,ingredient_batch_0351
2571590000001,spinach and feta puff pastry,ingredient,ingredient_batch_0352
6008000498913,garlic butter filled ciabatta,ingredient,ingredient_batch_0353
20018771,pita bread,ingredient,ingredient_batch_0354
6009211226357,bread,ingredient,ingredient_batch_0355
20145163,jelly custard,ingredient,ingredient_batch_0356
6009223079361,sandwich thins,ingredient,ingredient_batch_0357
6009211226333,bread,ingredient,ingredient_batch_0358
6001009028594,pita bread,ingredient,ingredient_batch_0359
6009204538528,pita bread,ingredient,ingredient_batch_0360
6009189506291,digestive biscuits,ingredient,ingredient_batch_0361
6009223079354,sandwich thins,ingredient,ingredient_batch_0362
6009189506284,digestives,ingredient,ingredient_batch_0363
2570170000004,bread roll,ingredient,ingredient_batch_0364
2566530000005,donut,ready_meal,ingredient_batch_0365
6009233375071,jelly cups,ingredient,ingredient_batch_0366
2584150000007,cronut,ready_meal,ingredient_batch_0367
6009226758454,biscuits,ingredient,ingredient_batch_0368
6009226889172,custard,ready_meal,ingredient_batch_0369
6009226729652,cauliflower wrap,ingredient,ingredient_batch_0370
6009245426792,potato rolls,ingredient,ingredient_batch_0371
6009226758447,oat biscuits,ingredient,ingredient_batch_0372
2086620000000,pastry,ingredient,ingredient_batch_0373
2566520000008,donut,ingredient,ingredient_batch_0374
6009245426457,rolls,ingredient,ingredient_batch_0375
6009245426440,sourdough rolls,ingredient,ingredient_batch_0376
6009226940330,shortbread,ingredient,ingredient_batch_0377
6009173182524,edible flowers,ingredient,ingredient_batch_0378
6009233848179,ice,ingredient,ingredient_batch_0379
6009233848179,ice,ingredient,ingredient_batch_0380
6009233848179,ice,ingredient,ingredient_batch_0381
2584050000008,haloumi stuffed chicken skewers,ingredient,ingredient_batch_0382
2584070000002,chicken thigh,ingredient,ingredient_batch_0383
2584080000009,chicken,ingredient,ingredient_batch_0384
2580750000003,chicken steaks,ingredient,ingredient_batch_0385
2583380000009,beef skewers,ingredient,ingredient_batch_0386
2583540000009,pork skewers,ingredient,ingredient_batch_0387
2583410000009,beef rib,ingredient,ingredient_batch_0388
2583570000000,pork riblets,ingredient,ingredient_batch_0389
2583590000004,pork rib,ingredient,ingredient_batch_0390
2583750000004,tilapia,ingredient,ingredient_batch_0391
2583330000004,chicken sausage,ingredient,ingredient_batch_0392
6009245609867,fish sausage,ingredient,ingredient_batch_0393
2583310000000,sausage,ingredient,ingredient_batch_0394
6009245458205,pork sausage,ingredient,ingredient_batch_0395
6009245458199,pork sausage,ingredient,ingredient_batch_0396
2582260000009,boerewors,ingredient,ingredient_batch_0397
2583020000000,ostrich fillet,ingredient,ingredient_batch_0398
6009245426112,tofu,ingredient,ingredient_batch_0399
2581640000004,beef chuck eye steak,ingredient,ingredient_batch_0400
2581510000004,beef,ingredient,ingredient_batch_0401
2581580000003,ribeye steak,ingredient,ingredient_batch_0402
2581570000006,sirloin steak,ingredient,ingredient_batch_0403
2581660000008,chicken leg,ingredient,ingredient_batch_0404
2581540000005,lamb leg chops,ingredient,ingredient_batch_0405
2582170000007,lamb chops,ingredient,ingredient_batch_0406
2562930000003,chicken thigh,ingredient,ingredient_batch_0407
2093340000005,chicken skewers,ingredient,ingredient_batch_0408
2563010000005,pork belly,ingredient,ingredient_batch_0409
2578170000000,chicken,ingredient,ingredient_batch_0410
20076474,chicken kebabs,ingredient,ingredient_batch_0411
20039479,chicken kebabs,ingredient,ingredient_batch_0412
6009204253780,chicken kebabs,ingredient,ingredient_batch_0413
6009101073856,chicken kebabs,ingredient,ingredient_batch_0414
6009182250221,lamb,ingredient,ingredient_batch_0415
2575650000000,chuck eye steak,ingredient,ingredient_batch_0416
2575660000007,beef,ingredient,ingredient_batch_0417
2575640000003,oyster blade steak,ingredient,ingredient_batch_0418
2083480000003,ribeye steak,ingredient,ingredient_batch_0419
2071920000003,beef sirloin steak,ingredient,ingredient_batch_0420
2028920000007,ribeye steak,ingredient,ingredient_batch_0421
2028910000000,beef sirloin steak,ingredient,ingredient_batch_0422
2566170000007,sirloin steak,ingredient,ingredient_batch_0423
2566180000004,T-bone steak,ingredient,ingredient_batch_0424
2093310000004,ostrich steak,ingredient,ingredient_batch_0425
2573110000003,pork steak,ingredient,ingredient_batch_0426
2575840000001,chicken,ingredient,ingredient_batch_0427
2565410000005,boerewors,ingredient,ingredient_batch_0428
2061550000009,boerewors,ingredient,ingredient_batch_0429
2577400000001,boerewors,ingredient,ingredient_batch_0430
2067850000008,boerewors,ingredient,ingredient_batch_0431
2577410000008,boerewors,ingredient,ingredient_batch_0432
6009223800361,boerewors,ingredient,ingredient_batch_0433
2085930000007,boerewors,ingredient,ingredient_batch_0434
2060990000006,boerewors,ingredient,ingredient_batch_0435
2578840000002,boerewors,ingredient,ingredient_batch_0436
2576260000008,boerewors,ingredient,ingredient_batch_0437
2578750000000,boerewors,ingredient,ingredient_batch_0438
2575770000003,boerewors,ingredient,ingredient_batch_0439
2065790000003,snoek,ingredient,ingredient_batch_0440
2570880000004,beef ribs,ingredient,ingredient_batch_0441
2570870000007,pork ribs,ingredient,ingredient_batch_0442
2570900000007,pork ribs,ingredient,ingredient_batch_0443
2068830000001,lamb chops,ingredient,ingredient_batch_0444
2577450000006,pork shoulder chops,ingredient,ingredient_batch_0445
2031690000009,lamb chops,ingredient,ingredient_batch_0446
2004710000006,lamb loin chop,ingredient,ingredient_batch_0447
2004730000000,lamb rib chops,ingredient,ingredient_batch_0448
2031710000002,lamb,ingredient,ingredient_batch_0449
2565500000007,lamb chops,ingredient,ingredient_batch_0450
2572230000009,lamb tails,ingredient,ingredient_batch_0451
2571930000005,lamb chops,ingredient,ingredient_batch_0452
2570550000006,lamb rib chops,ingredient,ingredient_batch_0453
2570920000001,lamb chops,ingredient,ingredient_batch_0454
2565660000008,pork loin chops,ingredient,ingredient_batch_0455
6009223701224,ice cream cone,ready_meal,ingredient_batch_0456
6009217629718,ice cream cone,ready_meal,ingredient_batch_0457
6009223604815,malt crunch,ingredient,ingredient_batch_0458
20176938,mushrooms,ingredient,ingredient_batch_0459
6009182954686,squash,ingredient,ingredient_batch_0460
6009217300488,soya burger,ready_meal,ingredient_batch_0461
2582380000002,steak,ingredient,ingredient_batch_0462
2584090000006,chicken breast fillets,ingredient,ingredient_batch_0463
2584100000002,chicken breast fillets,ingredient,ingredient_batch_0464
6009000594339,apple,ingredient,ingredient_batch_0465
3086126788388,lighter,ingredient,ingredient_batch_0466
6009226529498,frozen vegetables,ready_meal,ingredient_batch_0467
20106522,beef burger,ingredient,ingredient_batch_0468
6001068688005,infant formula,ingredient,ingredient_batch_0469
6009207762067,barbecue rub,ingredient,ingredient_batch_0470
2577440000009,lamb sausage,ingredient,ingredient_batch_0471
20047085,asparagus,ingredient,ingredient_batch_0472
6009214963846,beetroot salad,ready_meal,ingredient_batch_0473
6009233594465,halloumi,ingredient,ingredient_batch_0474
2581750000000,haloumi cheese,ingredient,ingredient_batch_0475
8001841098449,seasonal sweets,ingredient,ingredient_batch_0476
6009101806515,toothbrush,ingredient,ingredient_batch_0477
2068800000000,lamb chops,ingredient,ingredient_batch_0478
9781485900542,braai,ingredient,ingredient_batch_0479
20008895,mushrooms,ingredient,ingredient_batch_0480
6009226676581,cheddar slices,ingredient,ingredient_batch_0481
6009245346052,chicken bolognese,ingredient,ingredient_batch_0482
6009175863674,brie,ingredient,ingredient_batch_0483
6009214793405,seasonal sweets,ingredient,ingredient_batch_0484
20004507,coleslaw,ready_meal,ingredient_batch_0485
6009178891131,salad dressing,ingredient,ingredient_batch_0486
6009245367309,roasted vegetables,ingredient,ingredient_batch_0487
6009211163768,almonds,ingredient,ingredient_batch_0488
6009178765944,croutons,ingredient,ingredient_batch_0489
6009000594940,lamb,ingredient,ingredient_batch_0490
6009000073469,spinach,ingredient,ingredient_batch_0491
6009245443041,cooler bag,ingredient,ingredient_batch_0492
6009182309998,za'atar,ingredient,ingredient_batch_0493
8710908657535,baby wash,ingredient,ingredient_batch_0494
6001019912586,seasonal sweets,ingredient,ingredient_batch_0495
8700216529990,seasonal sweets,ingredient,ingredient_batch_0496
8001090697622,seasonal sweets,ingredient,ingredient_batch_0497
6009204111134,sauvignon blanc semillon,ingredient,ingredient_batch_0498
6009223531913,beef patty,ingredient,ingredient_batch_0499
6009226476426,guava ice lolly,ready_meal,ingredient_batch_0500
20144524,chicken liver pâté,ingredient,ingredient_batch_0501
6009233510083,seasonal sweets,ingredient,ingredient_batch_0502
6009175298926,peri-peri sauce,ingredient,ingredient_batch_0503
6009175048194,chilli salt,ingredient,ingredient_batch_0504
6009226752575,roti,ingredient,ingredient_batch_0505
20198350,garlic butter baguette,ready_meal,ingredient_batch_0506
20078515,malva pudding,ready_meal,ingredient_batch_0507
848974254353,straws,ingredient,ingredient_batch_0508
6009182309974,harissa,ingredient,ingredient_batch_0509
196557329029,tumbler,ingredient,ingredient_batch_0510
6009226680779,root vegetables,ready_meal,ingredient_batch_0511
