product_id,catalog_ref_id,sku,name,brand,sale_price,detail_url,default_category,department,path
6001009010650,100834211,6001009010650,Black Forest Gateau Cake 960 g,Woolies Brands,264.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Black-Forest-Gateau-Cake-960-g/_/A-6001009010650,Cakes & Gateaux,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009184296388,101571060,6009184296388,Caramel Swirl Gateau 1.1 kg,Woolies Brands,264.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Caramel-Swirl-Gateau-1-1-kg/_/A-6009184296388,Cakes & Gateaux,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
6001009036315,100835449,6001009036315,Banana Cake Loaf 320 g,Woolies Brands,62.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Banana-Cake-Loaf-320-g/_/A-6001009036315,Cakes & Gateaux,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
20176891,100830957,20176891,Carrot Teacake Loaf 420 g,Woolies Brands,82.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Carrot-Teacake-Loaf-420-g/_/A-20176891,Cakes & Gateaux,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
20009205,100827133,20009205,Madeira Butter Cake Loaf  260 g,Woolies Brands,62.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Madeira-Butter-Cake-Loaf-260-g/_/A-20009205,Cakes & Gateaux,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
20176723,100830943,20176723,Lemon Swirl Cheesecake 445 g,Woolies Brands,139.99,https://www.woolworths.co.za/prod/Food/Bakery/Puddings-Desserts/Chilled-Dessert/Lemon-Swirl-Cheesecake-445-g/_/A-20176723,Chilled Dessert,6203,"['Food', 'Bakery', 'Cakes & Gateaux']"
6007875003031,102481232,6007875003031,Gluten Free Banana Loaf 250 g,Woolies Brands,59.99,https://www.woolworths.co.za/prod/Food/Wellbeing-Plant-Based/Dietary-Lifestyle-Choices/Free-From/Free-From-Gluten/Gluten-Free-Banana-Loaf-250-g/_/A-6007875003031,Free From Gluten,6205,"['Food', 'Bakery', 'Cakes & Gateaux']"
6008000458979,101033657,6008000458979,Caramel Swiss Roll 530 g,Woolies Brands,144.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Caramel-Swiss-Roll-530-g/_/A-6008000458979,Cakes & Gateaux,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
20009212,100827135,20009212,Fruit Cake Loaf 400 g,Woolies Brands,104.99,https://www.woolworths.co.za/prod/Food/Promotions/Buy-2-Or-More-And-Save/Buy-any-2-Save-20-/Tea-Or-Coffee-And-Rusks/Fruit-Cake-Loaf-400-g/_/A-20009212,Tea Or Coffee And Rusks,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009226522871,102891689,6009226522871,Chocolate Cream Cake 600 g,Woolies Brands,159.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Cakes/Chocolate-Cream-Cake-600-g/_/A-6009226522871,Cakes,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009214782492,102117078,6009214782492,Christmas Iced Brandy Fruit Cake Bar 390 g,Woolies Brands,149.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Christmas-Cakes/Christmas-Iced-Brandy-Fruit-Cake-Bar-390-g/_/A-6009214782492,Christmas Cakes,6209,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009245438191,103559535,6009245438191,Christmas Mini Iced Brandy Fruit Cake Cube 90 g,Woolies Brands,39.99,https://www.woolworths.co.za/prod/Christmas/Gift-Ideas/Stocking-Fillers/For-The-Foodie/Christmas-Mini-Iced-Brandy-Fruit-Cake-Cube-90-g/_/A-6009245438191,For The Foodie,6209,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009223701354,102418099,6009223701354,PlantLove™ Christmas Mini Vegan Cherry Genoa Cake 200 g,Woolies Brands,94.99,https://www.woolworths.co.za/prod/Food/Wellbeing-Plant-Based/Plant-Based-Alternatives/Vegan/Bakery/PlantLove-Christmas-Mini-Vegan-Cherry-Genoa-Cake-200-g/_/A-6009223701354,Bakery,6209,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009173182524,101251235,6009173182524,Edible Flowers 10 g,Woolies Brands,21.99,https://www.woolworths.co.za/prod/Food/Fruit-Vegetables-Salads/Salads-Herbs/Herbs-Sprouts-Edible-Flowers/Edible-Flowers-10-g/_/A-6009173182524,"Herbs, Sprouts & Edible Flowers",83,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009233372162,103202995,6009233372162,Rainbow Sprinkles Mix 50 g,Woolies Brands,49.99,https://www.woolworths.co.za/prod/Food/Pantry/Sugar-Flour-Baking/Rainbow-Sprinkles-Mix-50-g/_/A-6009233372162,"Sugar, Flour & Baking",34,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009189991974,101702275,6009189991974,Whipping Cream 500 ml,Woolies Brands,58.99,https://www.woolworths.co.za/prod/Online-Feature/Recipes/Lesego-s-samp-and-bean-risotto/Whipping-Cream-500-ml/_/A-6009189991974,Lesego’s samp and bean risotto,93,"['Food', 'Bakery', 'Cakes & Gateaux']"
20017286,100851091,20017286,Strawberries 400 g,Woolies Brands,59.99,https://www.woolworths.co.za/prod/Food/Promotions/Buy-2-Or-More-And-Save/Buy-2-for-R100/Strawberries-400g/Strawberries-400-g/_/A-20017286,Strawberries 400g,97,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009214594972,102095124,6009214594972,Granadilla Pulp 115 g,Woolies Brands,23.99,https://www.woolworths.co.za/prod/Food/Pantry/Cans-Jars-Packaged-Foods/Fruit/Granadilla-Pulp-115-g/_/A-6009214594972,Fruit,34,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009223663768,102406211,6009223663768,Metallic Cake Topper,Woolies Brands,67.99,https://www.woolworths.co.za/prod/Food/Pantry/Sugar-Flour-Baking/Toppings-Decorating-Accessories/Metallic-Cake-Topper/_/A-6009223663768,"Toppings, Decorating & Accessories",34,"['Food', 'Bakery', 'Cakes & Gateaux']"
6008000534734,101040646,6008000534734,Mini Party Cupcakes 15 pk,Woolies Brands,104.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Cupcakes/Mini-Party-Cupcakes-15-pk/_/A-6008000534734,Cupcakes,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009233372209,103203009,6009233372209,Glimmer Sprinkles 50 g,Woolies Brands,49.99,https://www.woolworths.co.za/prod/Food/Pantry/Sugar-Flour-Baking/Glimmer-Sprinkles-50-g/_/A-6009233372209,"Sugar, Flour & Baking",34,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009233372155,103202992,6009233372155,Rainbow Star Sprinkles 40 g,Woolies Brands,49.99,https://www.woolworths.co.za/prod/Food/Pantry/Sugar-Flour-Baking/Rainbow-Star-Sprinkles-40-g/_/A-6009233372155,"Sugar, Flour & Baking",34,"['Food', 'Bakery', 'Cakes & Gateaux']"
20190187,100831873,20190187,Mini Assorted Cupcakes 9 pk,Woolies Brands,72.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Cupcakes/Mini-Assorted-Cupcakes-9-pk/_/A-20190187,Cupcakes,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009233372148,103202988,6009233372148,Unicorn Medley Sprinkles 40 g,Woolies Brands,47.99,https://www.woolworths.co.za/prod/Food/Pantry/Sugar-Flour-Baking/Unicorn-Medley-Sprinkles-40-g/_/A-6009233372148,"Sugar, Flour & Baking",34,"['Food', 'Bakery', 'Cakes & Gateaux']"
20000967,100780821,20000967,CHUCKLES® Malted Puffs in Milk Chocolate 125 g,Woolies Brands,64.99,https://www.woolworths.co.za/prod/Food/Chocolates-Sweets-Snacks/Chocolates/Chuckles/CHUCKLES-Malted-Puffs-in-Milk-Chocolate-125-g/_/A-20000967,Chuckles,48,"['Food', 'Bakery', 'Cakes & Gateaux']"
6001009066886,101143638,6001009066886,Chocolate Caramel Hidden Centre Cupcakes 4 pk,Woolies Brands,99.99,https://www.woolworths.co.za/prod/Food/Food-Basket/Banners/Free-Range-Eggs-and-Made-with-Free-Range-Eggs/Chilled-Desserts/Chocolate-Caramel-Hidden-Centre-Cupcakes-4-pk/_/A-6001009066886,Chilled Desserts,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
20190262,100831879,20190262,Mini Vanilla Caramel Cupcakes 9 pk,Woolies Brands,72.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Cupcakes/Mini-Vanilla-Caramel-Cupcakes-9-pk/_/A-20190262,Cupcakes,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009195030339,101706500,6009195030339,Milk Chocolate Ripple Bars 10 pk,Woolies Brands,83.99,https://www.woolworths.co.za/prod/Food/Chocolates-Sweets-Snacks/Chocolates/Chocolate-Bars-Slabs/Chocolate-Bars/Milk-Chocolate-Ripple-Bars-10-pk/_/A-6009195030339,Chocolate Bars,34,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009223663782,102406215,6009223663782,12 Tall Gold Candles and Holders,Woolies Brands,54.99,https://www.woolworths.co.za/prod/Food/Pantry/Sugar-Flour-Baking/Toppings-Decorating-Accessories/12-Tall-Gold-Candles-and-Holders/_/A-6009223663782,"Toppings, Decorating & Accessories",34,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009233372186,103203002,6009233372186,Flowers and Dots Sprinkles 40 g,Woolies Brands,47.99,https://www.woolworths.co.za/prod/Food/Pantry/Sugar-Flour-Baking/Flowers-and-Dots-Sprinkles-40-g/_/A-6009233372186,"Sugar, Flour & Baking",34,"['Food', 'Bakery', 'Cakes & Gateaux']"
6009233372193,103203006,6009233372193,Cream Soft Centered Pearl Medley 45 g,Woolies Brands,49.99,https://www.woolworths.co.za/prod/Food/Pantry/Sugar-Flour-Baking/Cream-Soft-Centered-Pearl-Medley-45-g/_/A-6009233372193,"Sugar, Flour & Baking",34,"['Food', 'Bakery', 'Cakes & Gateaux']"
8002114019673,103340198,8002114019673,Vergani Gluten Free Classic Panettone 600 g,Other Brands,499.99,https://www.woolworths.co.za/prod/Christmas/Festive-Food-Drink/Christmas-Cakes-Desserts-Bakery-Treats/Panettone-Stollen/Vergani-Gluten-Free-Classic-Panettone-600-g/_/A-8002114019673,Panettone & Stollen,6209,"['Food', 'Bakery', 'Cakes & Gateaux']"
20190170,100831871,20190170,Mini Chocolate Cupcakes 9 pk,Woolies Brands,72.99,https://www.woolworths.co.za/prod/Food/Bakery/Cakes-Gateaux/Cupcakes/Mini-Chocolate-Cupcakes-9-pk/_/A-20190170,Cupcakes,6202,"['Food', 'Bakery', 'Cakes & Gateaux']"
20018771,100827243,20018771,White Pita Breads 6 pk,Woolies Brands,42.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Fresh/White-Pita-Breads-6-pk/_/A-20018771,Fresh,6207,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6001009028594,100835175,6001009028594,Mini Pita Breads 12 pk,,42.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Fresh/Mini-Pita-Breads-12-pk/_/A-6001009028594,Fresh,6207,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009204538528,101831837,6009204538528,Wholewheat Pita Breads 6 pk,Woolies Brands,42.99,https://www.woolworths.co.za/prod/Food/Promotions/Buy-2-Or-More-And-Save/Buy-any-2-save-R10/Pita-Breads/Wholewheat-Pita-Breads-6-pk/_/A-6009204538528,Pita Breads,6207,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009184329970,101573589,6009184329970,White Tortilla Wraps 6 pk,Woolies Brands,36.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/White-Tortilla-Wraps-6-pk/_/A-6009184329970,"Wraps, Naan, Pitas & Bagels  ",6207,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009211254374,101983029,6009211254374,Heat & Eat Multiseed Wraps 6 pk,Woolies Brands,36.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Heat-Eat-Multiseed-Wraps-6-pk/_/A-6009211254374,"Wraps, Naan, Pitas & Bagels  ",6207,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
20130381,100828811,20130381,Heat & Eat Plain Naan Breads 2 pk,Woolies Brands,46.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Heat-Eat-Plain-Naan-Breads-2-pk/_/A-20130381,"Wraps, Naan, Pitas & Bagels  ",6207,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009223401230,102341066,6009223401230,Plain Bagels 4 pk,Woolies Brands,46.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Plain-Bagels-4-pk/_/A-6009223401230,"Wraps, Naan, Pitas & Bagels  ",6206,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009223401247,102341069,6009223401247,Sesame Seed Bagels 4 pk,Woolies Brands,46.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Sesame-Seed-Bagels-4-pk/_/A-6009223401247,"Wraps, Naan, Pitas & Bagels  ",6206,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6001009012111,100834283,6001009012111,Heat & Eat Garlic Naan Breads 2 pk,Woolies Brands,49.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Heat-Eat-Bake-at-Home/Heat-Eat-Garlic-Naan-Breads-2-pk/_/A-6001009012111,Heat & Eat / Bake at Home,6207,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009233983085,103411798,6009233983085,Heat and Eat Sourdough Wraps 6 pk,Woolies Brands,36.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Heat-and-Eat-Sourdough-Wraps-6-pk/_/A-6009233983085,"Wraps, Naan, Pitas & Bagels  ",6207,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009178545867,101430490,6009178545867,Low Fat & kJ Controlled Multiseed Wraps 6 x 46 g,Woolies Brands,37.99,https://www.woolworths.co.za/prod/Food/Pantry/Global-Cuisine/Mexican/Low-Fat-kJ-Controlled-Multiseed-Wraps-6-x-46-g/_/A-6009178545867,Mexican,43,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009207367064,101900818,6009207367064,Mini White Flour Wraps 10 x 30 g,Woolies Brands,41.99,https://www.woolworths.co.za/prod/Food/Pantry/Global-Cuisine/Mexican/Mini-White-Flour-Wraps-10-x-30-g/_/A-6009207367064,Mexican,43,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009178807347,101448762,6009178807347,White Flour Wraps 8 x 54 g,Woolies Brands,52.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Long-Life/White-Flour-Wraps-8-x-54-g/_/A-6009178807347,Long Life,43,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009207542256,101921871,6009207542256,Brown Wheat Flour Wraps 8 x 54 g,Woolies Brands,52.99,https://www.woolworths.co.za/prod/Food/Pantry/Global-Cuisine/Mexican/Brown-Wheat-Flour-Wraps-8-x-54-g/_/A-6009207542256,Mexican,43,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009226729652,102973545,6009226729652,Cauliflower Wraps 4 pk,Woolies Brands,59.99,https://www.woolworths.co.za/prod/Food/Fruit-Vegetables-Salads/Fresh-Vegetables/Prepared-Vegetables/Cauliflower-Wraps-4-pk/_/A-6009226729652,Prepared Vegetables,6234,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009214739502,102110468,6009214739502,Mini Multiseed Wraps 10 x 30 g,Woolies Brands,59.99,https://www.woolworths.co.za/prod/Food/Pantry/Global-Cuisine/Mexican/Mini-Multiseed-Wraps-10-x-30-g/_/A-6009214739502,Mexican,43,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009184330006,101573603,6009184330006,Fresh Butter Rotis 6 x 75 g,,74.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Fresh/Fresh-Butter-Rotis-6-x-75-g/_/A-6009184330006,Fresh,87,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009178545850,101430488,6009178545850,White Flour Wraps 6 pk,Woolies Brands,33.99,https://www.woolworths.co.za/prod/Food/Pantry/Global-Cuisine/Mexican/White-Flour-Wraps-6-pk/_/A-6009178545850,Mexican,43,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009207542263,101921873,6009207542263,Stoneground Flour Burritos 4 x 90 g,Woolies Brands,55.99,https://www.woolworths.co.za/prod/Food/Pantry/Global-Cuisine/Mexican/Stoneground-Flour-Burritos-4-x-90-g/_/A-6009207542263,Mexican,43,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
6009178807422,101448778,6009178807422,Multiseed Wraps 8 x 58 g,Woolies Brands,52.99,https://www.woolworths.co.za/prod/Food/Bakery/Wraps-Naan-Pitas-Bagels/Long-Life/Multiseed-Wraps-8-x-58-g/_/A-6009178807422,Long Life,43,"['Food', 'Bakery', 'Wraps, Naan, Pitas & Bagels']"
20018702,100827239,20018702,White Thick Slice Bread 700 g,Woolies Brands,20.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Bread/White-Bread/White-Thick-Slice-Bread-700-g/_/A-20018702,White Bread,6204,"['Food', 'Bakery']"
20033897,100827403,20033897,White Sandwich Bread 700 g,Woolies Brands,20.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Bread/White-Bread/White-Sandwich-Bread-700-g/_/A-20033897,White Bread,6204,"['Food', 'Bakery']"
6001009005168,100833963,6001009005168,Thick Slice Brown Bread 700 g,Woolies Brands,20.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Bread/Brown-Bread/Thick-Slice-Brown-Bread-700-g/_/A-6001009005168,Brown Bread,6204,"['Food', 'Bakery']"
20067113,100827645,20067113,Brown Sandwich Bread 700 g,Woolies Brands,20.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Bread/Brown-Bread/Brown-Sandwich-Bread-700-g/_/A-20067113,Brown Bread,6204,"['Food', 'Bakery']"
20019006,100827257,20019006,White Hot Dog Rolls 6 pk,Woolies Brands,28.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Rolls/White-Rolls/White-Hot-Dog-Rolls-6-pk/_/A-20019006,White Rolls,6206,"['Food', 'Bakery']"
2067400000007,101114068,2067400000007,Cheese Puff,Woolies Brands,8.79,https://www.woolworths.co.za/prod/Food/Food-To-Go/Pies-Puffs-Samoosa-s/Cheese-Puff/_/A-2067400000007,"Pies, Puffs & Samoosa's",47,"['Food', 'Bakery']"
2097430000005,101676083,2097430000005,Mini Chicken Puff Pie,Woolies Brands,8.79,https://www.woolworths.co.za/prod/Food/Food-To-Go/Pies-Puffs-Samoosa-s/Mini-Chicken-Puff-Pie/_/A-2097430000005,"Pies, Puffs & Samoosa's",47,"['Food', 'Bakery']"
2503910000002,100789283,2503910000002,Pepper Steak Pie,Woolies Brands,36.99,https://www.woolworths.co.za/prod/Food/Food-To-Go/Pies-Puffs-Samoosa-s/Pepper-Steak-Pie/_/A-2503910000002,"Pies, Puffs & Samoosa's",47,"['Food', 'Bakery']"
20019068,100827263,20019068,White Hamburger Rolls 6 pk,Woolies Brands,28.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Rolls/White-Rolls/White-Hamburger-Rolls-6-pk/_/A-20019068,White Rolls,6206,"['Food', 'Bakery']"
2503890000009,100789281,2503890000009,Roast Chicken Pie,Woolies Brands,36.99,https://www.woolworths.co.za/prod/Food/Food-To-Go/Pies-Puffs-Samoosa-s/Roast-Chicken-Pie/_/A-2503890000009,"Pies, Puffs & Samoosa's",47,"['Food', 'Bakery']"
6009204547407,101832465,6009204547407,Crushed Wheat Sourdough Bread 400 g,Woolies Brands,52.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Bread/Speciality-Bread/Crushed-Wheat-Sourdough-Bread-400-g/_/A-6009204547407,Speciality Bread,6204,"['Food', 'Bakery']"
6009184421377,101581647,6009184421377,Chocolate Muffins 4 pk,Woolies Brands,52.99,https://www.woolworths.co.za/prod/Online-Feature/Content/We-used-Our-Free-Range-Eggs/Chocolate-Muffins-4-pk/_/A-6009184421377,We used Our Free Range Eggs,6208,"['Food', 'Bakery']"
6009204921979,101859853,6009204921979,High Fibre Wholewheat Brown Bread 700 g,Woolies Brands,26.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Bread/Wholewheat-Bread/High-Fibre-Wholewheat-Brown-Bread-700-g/_/A-6009204921979,Wholewheat Bread,6204,"['Food', 'Bakery']"
6009204921986,101859858,6009204921986,High Fibre White Bread 700 g,Woolies Brands,28.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Bread/White-Bread/High-Fibre-White-Bread-700-g/_/A-6009204921986,White Bread,6204,"['Food', 'Bakery']"
2503770000006,100789261,2503770000006,Beef Sausage Roll,Woolies Brands,36.99,https://www.woolworths.co.za/prod/Food/Food-To-Go/Pies-Puffs-Samoosa-s/Beef-Sausage-Roll/_/A-2503770000006,"Pies, Puffs & Samoosa's",47,"['Food', 'Bakery']"
2072840000005,101265943,2072840000005,Cocktail Beef Sausage Roll,Woolies Brands,8.79,https://www.woolworths.co.za/prod/Food/Food-To-Go/Pies-Puffs-Samoosa-s/Cocktail-Beef-Sausage-Roll/_/A-2072840000005,"Pies, Puffs & Samoosa's",47,"['Food', 'Bakery']"
2505560000005,100789295,2505560000005,Chicken & Mushroom Pie,Woolies Brands,36.99,https://www.woolworths.co.za/prod/Food/Food-To-Go/Pies-Puffs-Samoosa-s/Chicken-Mushroom-Pie/_/A-2505560000005,"Pies, Puffs & Samoosa's",47,"['Food', 'Bakery']"
6001009017444,100834569,6001009017444,Seeded Wholewheat Brown Bread 800 g,Woolies Brands,29.99,https://www.woolworths.co.za/prod/Food/Bakery/Bread-Rolls/Bread/Wholewheat-Bread/Seeded-Wholewheat-Brown-Bread-800-g/_/A-6001009017444,Wholewheat Bread,6204,"['Food', 'Bakery']"
